2020-08-22 17:41:49, namgayzam Long live your holiness may the loveing kindness benefit all the sentient being chabsu choe xf0 x9f x99 x8f xf0 x9f x99 x8f xf0 x9f x99 x8f , PemaWangchuk408 , ,0,Thimphu 
2020-08-22 17:37:40, best post of all time great Mir https t co yybuTmRfvB , SyedSaa1 , ,1541,Thimphu 
2020-08-22 16:07:19, SaketGokhale AltNews boomlive in Saket saheb only qualification to become bhakt is Gross Stupidity , vikrantparate , ,22,Thimphu 
2020-08-22 15:53:36, Tibetan medicine xe2 x80 x98proving effective xe2 x80 x99 in fight against COVID 19 https t co aTcQq0NUHB , ChhedupSangay , ,1114,Thimphu 
2020-08-22 15:22:18, bhuchungtsering OMG she will be a mega STAR , tsnamgyal , ,29,Thimphu 
2020-08-22 15:06:03, The only thing we can do right now is pray amd hope for good https t co SORcrMF0sD , BidhaChencho , ,108,Paro 
2020-08-22 13:36:02, TenzingLamsang Shit taste best maybe , chewangtobgay , ,58,Thimphu 
2020-08-22 13:34:50, Paro The historic center of trade with Tibet Paro is one of the most beautiful valleys in the Kingdom It is home to the only international airport thus making it an aerial gateway to Bhutan Paro is situated xe2 x80 xa6 https t co n73Pa6AENz , Swallowtail2014 , ,392,Thimphu 
2020-08-22 13:33:20, Lockdown restrictions ease in Gewogs https t co jQopPergfq , BBSBhutan , ,52195,Thimphu 
2020-08-22 13:33:00, Taxi drivers on the frontlines of COVID 19 response https t co glqPCw68Ps , BBSBhutan , ,52195,Thimphu 
2020-08-22 13:32:41, Poultry feed shortage in Tsirang amid lockdown https t co NLwloChcan , BBSBhutan , ,52195,Thimphu 
2020-08-22 13:24:05, xf0 x9d x97 x97 xf0 x9d x97 xbc xf0 x9d x97 xbb xe2 x80 x99 xf0 x9d x98 x81 xf0 x9d x97 xaf xf0 x9d x97 xb2 xf0 x9d x97 xb9 xf0 x9d x97 xb6 xf0 x9d x97 xb2 xf0 x9d x98 x83 xf0 x9d x97 xb2 xf0 x9d x98 x82 xf0 x9d x98 x80 xf0 x9d x97 xa7 xf0 x9d x97 xbf xf0 x9d x98 x86 xf0 x9d x97 xb6 xf0 x9d x98 x81 xf0 x9d x98 x86 xf0 x9d x97 xbc xf0 x9d x98 x82 xf0 x9d x97 xbf xf0 x9d x98 x80 xf0 x9d x97 xb2 xf0 x9d x97 xb9 xf0 x9d x97 xb3 Make fast and easy transactions with eTeeru For more info visit https t co pjlSyr5BSQ ePaymentsWitheTeeru TashiCell https t co tGUIOgrmYM , TashiCell , ePaymentsWitheTeeru TashiCell ,1771,Thimphu 
2020-08-22 13:12:40, If you are ugly you are ugly Men do not go around carrying x ray machines to see your inner beauty mugabe quotes , BhattaraiYama , mugabe ,7,Thimphu 
